original_index,Line by line,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,Original_NAICS,NAICS_Source,Matched_NAICS
4,5,2015,,4535.0,,COLUMBUS,OH,43235.0,0,1,0,0,,Original,
5,6,2015,,9533.0,,LAREDO,TX,78041.0,1,0,0,0,,Original,
9,10,2015,1 STOP LUMBER & FL CONVERINGS INC,8535.0,,COLLEGE POINT,NY,11356.0,0,0,1,0,,Original,
28,29,2015,1STDIBS.COM INC,9618.0,,NEW YORK,NY,10003.0,1,0,3,0,,Original,
39,40,2015,2MAVEN,2824.0,,ATLANTA,GA,30326.0,0,1,0,0,,Original,
40,41,2015,2N USA LLC,7160.0,,MIAMI,FL,33166.0,0,0,1,0,,Original,
66,67,2015,3D PRINTER EXPERIENCE BENEFIT CORP,1154.0,,CHICAGO,IL,60654.0,1,0,0,0,,Original,
80,81,2015,3I INFOTECH INC,3452.0,,EDISON,NJ,8837.0,0,0,1,0,,Original,
83,84,2015,3I SOLUTIONS INC,5903.0,,HOUSTON,TX,77007.0,0,0,1,0,,Original,
129,130,2015,4SIGHT HEALTH LLC,5091.0,,CHICAGO,IL,60657.0,1,0,0,0,,Original,
149,150,2015,7PARK DATA LLC,6937.0,,NEW YORK,NY,10013.0,1,0,1,0,,Original,
162,163,2015,8SIANMEDIA CORPORATION,5515.0,,ARCADIA,CA,91006.0,2,0,0,0,,Original,
165,166,2015,8X8 INC,2404.0,,SAN JOSE,CA,95131.0,3,0,15,0,,Original,
177,178,2015,10SEC INC,307.0,,SAN FRANCISCO,CA,94102.0,1,0,0,0,,Original,
192,193,2015,21ST CENTURY PROFESSIONALS CORP,3375.0,,CHARLOTTE,NC,28277.0,0,0,1,0,,Original,
195,196,2015,23 INNOVATIONS INC,9620.0,,NEW YORK,NY,10019.0,0,0,0,1,,Original,
196,197,2015,23 INNOVATIONS INC C/O BLUE DOG KI,9620.0,,NEW YORK,NY,10019.0,0,0,0,1,,Original,
211,212,2015,33 UNIVERSAL INC,7761.0,,NEW YORK,NY,10004.0,0,1,0,0,,Original,
215,216,2015,44 BUSINESS SOLUTIONS LLC,7690.0,,CHINO,CA,91710.0,0,0,0,1,,Original,
