LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_NAICS_CODE
"R/GA MEDIA GROUP, INC.",NEW YORK,NY,541810.0
MOTHER INDUSTRIES LLC,NEW YORK,NY,541810.0
"WE ARE UNLIMITED, INC.",CHICAGO,IL,541810.0
"HELLO ELEPHANT, LLC",BROOKLYN,NY,541810.0
"MCCANN-ERICKSON MARKETING, INC.",NEW YORK,NY,541810.0
MH SUB I LLC,EL SEGUNDO,CA,454111.0
"KIIP, INC.",SAN FRANCISCO,CA,541990.0
"SUNSHINE SACHS & ASSOCIATES WEST, LLC",LOS ANGELES,CA,541820.0
"SOLAREDGE TECHNOLOGIES, INC.",FREMONT,CA,334413.0
SOULSIGHT,CHICAGO,IL,541430.0
"VF OUTDOOR, LLC",ALAMEDA,CA,315280.0
"BLANK SPACE BRANDING, INC.",LOMBARD,IL,541613.0
"ROKKAN MEDIA, LLC",NEW YORK,NY,541810.0
"PROGREXION ASG, INC.",SALT LAKE CITY,UT,541613.0
"HUGE, LLC",BROOKLYN,NY,541810.0
FIGLIULO & PARTNERS LLC,NEW YORK,NY,541810.0
INVISIONAPP INC.,NEW YORK,NY,541511.0
"GOODBY, SILVERSTEIN AND PARTNERS, INC.",SAN FRANCISCO,CA,541810.0
OREGON YOUTH SOCCER ASSOCIATION,BEAVERTON,OR,61162.0
"FACTUAL, INC.",LOS ANGELES,CA,511210.0
"PREDICTSPRING, INC.",LOS ALTOS,CA,541511.0
FANTUAN GROUP INC,CHICAGO,IL,511210.0
"SID LEE USA, INC",LOS ANGELES,CA,541810.0
TPUSA-FHCS,MURRAY,UT,56142.0
WEDNESDAY NEW YORK LLC,NEW YORK,NY,541810.0
"MCCANN-ERICKSON USA, INC.",NEW YORK,NY,541810.0
MARQUE OF BRANDS AMERICAS LLC,ALEXANDRIA,TN,325620.0
"CARAT USA, INC.",NEW YORK,NY,541810.0
"AKQA, INC.",SAN FRANCISCO,CA,541810.0
"DRAFTKINGS, INC.",BOSTON,MA,516110.0
"BARTLE BOGLE HEGARTY, INC.",WEST HOLLYWOOD,CA,541810.0
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,NY,622110.0
"UNIVERSAL MCCANN WORLDWIDE, INC.",NEW YORK,NY,541830.0
"PERNOD RICARD USA, LLC",NEW YORK,NY,424820.0
"180LA, LLC",LOS ANGELES,CA,541810.0
"GREENHOUSE AGENCY, INC.",IRVINE,CA,541910.0
72ANDSUNNY PARTNERS LLC,PLAYA VISTA,CA,541810.0
UNIVERSITY OF TEXAS AT DALLAS,RICHARDSON,TX,611310.0
MOET HENNESSY USA INC.,NEW YORK,NY,424820.0
"ZENITH MEDIA SERVICES, INC.",NEW YORK,NY,541830.0
FILTRONEX LLC,BURNSVILLE,MN,325211.0
APPLE INC.,CUPERTINO,CA,334111.0
"GIANT CREATIVE STRATEGY, LLC",SAN FRANCISCO,CA,541810.0
WD ENTERTAINMENT GROUP INC,SANTA MONICA,CA,51211.0
DDB CHICAGO INC.,CHICAGO,IL,541810.0
"MEALPAL, INC.",NEW YORK,NY,722513.0
INTERBRAND CORPORATION,NEW YORK,NY,541810.0
GOOGLE LLC,MOUNTAIN VIEW,CA,541512.0
WD ENTERTAINMENT GROUP INC,SANTA MONICA,CA,541613.0
"AFI, LLC",BEVERLY HILLS,CA,512110.0
"FCB WORLDWIDE, INC.",NEW YORK,NY,541810.0
IMPRINT PROJECTS LLC,NEW YORK,NY,541613.0
"UNDER ARMOUR, INC.",BALTIMORE,MD,423910.0
VALA INC,LOS ANGELES,CA,339920.0
"TAOLA, INC.",FREMONT,CA,516110.0
TBWA WORLDWIDE INC.,NEW YORK,NY,541810.0
"PROBOSCIS, INC.",CHICAGO,IL,541512.0
BDG MEDIA INC.,NEW YORK,NY,519110.0
"PUBLICIS, INC.",NEW YORK,NY,541810.0
ARBORVITAE-US,ANAHEIM,CA,5418.0
"FACEBOOK, INC.",MENLO PARK,CA,518112.0
TBWA WORLDWIDE INC.,LOS ANGELES,CA,541810.0
"ORGANIC, INC.",SAN FRANCISCO,CA,541810.0
