original_index,Line by line,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,Original_NAICS,NAICS_Source,Matched_NAICS
0,1,2012,,,,RICHARDSON,TX,75080.0,1,0,0,0,,Original,
2,3,2012,,935.0,,COLLEGE STATION,TX,77845.0,1,0,0,0,,Original,
3,4,2012,,1358.0,,BROOKLINE,MA,2446.0,1,0,0,0,,Original,
5,6,2012,,3514.0,,NEW YORK,NY,10011.0,1,0,0,0,,Original,
9,10,2012,,6286.0,,KENSINGTON,MD,20895.0,0,0,1,0,,Original,
11,12,2012,,7667.0,,CHARLOTTE,NC,28209.0,0,0,1,0,,Original,
12,13,2012,,7828.0,,NEW YORK,NY,10025.0,0,1,0,0,,Original,
13,14,2012,,7988.0,,CHANDLER,AZ,85226.0,1,0,0,0,,Original,
14,15,2012,,8062.0,,AUSTIN,TX,78758.0,1,0,0,0,,Original,
15,16,2012,,8697.0,,PLUM,PA,15239.0,1,0,0,0,,Original,
17,18,2012,0-1-5 WORLDWIDE INC,4560.0,,RIDGEWOOD,NJ,7450.0,0,0,1,0,,Original,
22,23,2012,1-800-FLOWERS.COM INC,7311.0,,CARLE PLACE,NY,11514.0,0,0,3,0,,Original,
34,35,2012,1ST UNITED METHODIST CHURCH OF ALT,9259.0,,ALTUS,OK,73521.0,0,0,1,0,,Original,
35,36,2012,1STDIBS.COM INC,9618.0,,NEW YORK,NY,10010.0,0,0,1,0,,Original,
37,38,2012,2 CUTE WHOLESALE INC,4657.0,,DEER PARK,NY,11729.0,1,0,0,0,,Original,
41,42,2012,2BUILDCAPITAL LLC,913.0,,MIAMI,FL,33131.0,1,0,0,0,,Original,
44,45,2012,2H OFFSHORE INC,3800.0,,HOUSTON,TX,77079.0,1,0,4,0,,Original,
46,47,2012,2K INTERNET INC,8055.0,,ANAHEIM,CA,92801.0,0,1,0,0,,Original,
47,48,2012,2N USA LLC,7160.0,,MIAMI,FL,33166.0,1,0,0,0,,Original,
52,53,2012,2X4 INC,7745.0,,NEW YORK,NY,10014.0,1,0,0,0,,Original,
53,54,2012,3 1 PHILLIP LIM LLC,6764.0,,NEW YORK,NY,10013.0,0,0,1,0,,Original,
54,55,2012,3 1 PHILLIP LIM LLC,6764.0,,NEW YORK,NY,10018.0,1,0,0,0,,Original,
58,59,2012,3 JEM INC,4881.0,,SUWANEE,GA,30024.0,0,0,1,0,,Original,
63,64,2012,3 TIMES SQUARE BAKE LLC,8433.0,,NEW YORK,NY,10019.0,0,0,1,0,,Original,
65,66,2012,3 W LLC,892.0,,MYRTLE BEACH,SC,29579.0,1,0,0,0,,Original,
66,67,2012,3-D TRADING LLC,1958.0,,ELMSFORD,NY,10523.0,0,0,1,0,,Original,
67,68,2012,3-G SERVICES LIMITED,5725.0,,HICKSVILLE,NY,11801.0,0,0,1,1,,Original,
69,70,2012,3A CAFE LLC,5944.0,,NEW YORK,NY,10023.0,0,1,0,0,,Original,
73,74,2012,3B INC,6724.0,,DANVILLE,KY,40422.0,0,0,1,0,,Original,
79,80,2012,3D NETCO LLC,8607.0,,SILVER SPRING,MD,20910.0,0,0,1,0,,Original,
89,90,2012,3G CAPITAL INC,3698.0,,NEW YORK,NY,10016.0,2,0,0,0,,Original,
91,92,2012,3G WIRELESS LLC,8931.0,,GLEN BURNIE,MD,21061.0,1,0,0,0,,Original,
93,94,2012,3I INFOTECH INC,3452.0,,EDISON,NJ,8837.0,0,0,1,0,,Original,
98,99,2012,3JSACH VETERINARY SVC P C DBA BANF,9118.0,,WINCHESTER,VA,22601.0,1,0,0,0,,Original,
102,103,2012,3M COMPANY,7775.0,,ST PAUL,MN,55144.0,0,0,1,0,,Original,
108,109,2012,3P TECHNOLOGY STAFFING,4422.0,,ATLANTA,GA,30328.0,0,0,1,0,,Original,
114,115,2012,3S NETWORK INC,9275.0,,BELLEVUE,WA,98008.0,3,0,2,0,,Original,
117,118,2012,3SG CORP,1723.0,,DUBLIN,OH,43017.0,2,0,0,0,,Original,
119,120,2012,3V INC,8853.0,,GEORGETOWN,SC,29440.0,0,0,2,0,,Original,
120,121,2012,3V INVESTMENTS LLC,8552.0,,MIAMI,FL,33131.0,1,0,0,0,,Original,
142,143,2012,5 STAR APPAREL LLC/DBA MECCA 5 STA,609.0,,NEW YORK,NY,10001.0,1,0,0,0,,Original,
143,144,2012,5 STAR FIELD SVCS LLC DBA 5 STAR M,9685.0,,WEATHERFORD,TX,76087.0,1,0,0,0,,Original,
145,146,2012,5 STAR HOLDINGS LLC DBA EVERTON AM,90.0,,WESTON,CT,6883.0,0,0,3,0,,Original,
146,147,2012,5M CONSTRUCTION CORPORATION,4107.0,,HAGATNA,GU,96932.0,1,0,0,0,,Original,
147,148,2012,5TH EPOCH PUBLISHING LLC,5077.0,,YONKERS,NY,10703.0,1,0,0,0,,Original,
149,150,2012,6E TECHNOLOGIES LLC,8072.0,,BROOMFIELD,CO,80021.0,1,0,0,0,,Original,
150,151,2012,6THEORY MEDIA LLC,3144.0,,EDGEWATER,NJ,7021.0,0,1,0,0,,Original,
153,154,2012,7AM ENFANT INC,8843.0,,NEW YORK,NY,10038.0,0,0,1,0,,Original,
162,163,2012,9GLOBAL INC,2189.0,,SAN BRUNO,CA,94066.0,1,0,0,0,,Original,
163,164,2012,10 DN LLC,3072.0,,BROOKLYN,NY,11201.0,0,1,0,0,,Original,
164,165,2012,10GEN INC,3205.0,,NEW YORK,NY,10012.0,4,0,0,0,,Original,
166,167,2012,14 W ADMINISTRATIVE SERVICES LLC,5681.0,,BALTIMORE,MD,21201.0,1,0,0,0,,Original,
167,168,2012,15RX LLC,6786.0,,SAN ANTONIO,TX,78251.0,0,0,1,0,,Original,
169,170,2012,18 ADVISORS LLC,3791.0,,NORTH MIAMI,FL,33181.0,1,0,0,0,,Original,
172,173,2012,21 URBAN TREND INC,3049.0,,MIAMI,FL,33186.0,1,0,0,0,,Original,
173,174,2012,21ST CENTURY ONCOLOGY LLC,5899.0,,FT MYERS,FL,33907.0,0,0,1,0,,Original,
175,176,2012,21ST CENTURY TECHNOLOGIES LLC,8167.0,,BEVERLY HILLS,CA,90210.0,0,0,1,0,,Original,
179,180,2012,23 INNOVATIONS INC,9620.0,,NEW YORK,NY,10019.0,1,0,0,0,,Original,
180,181,2012,23 LEX LLC DBA AROMA ESPRESSO BAR,9079.0,,NEW YORK,NY,10012.0,1,0,0,0,,Original,
183,184,2012,24 IHIM LLC,268.0,,OAK BROOK,IL,60523.0,1,0,0,0,,Original,
187,188,2012,24 SEVEN INC,5439.0,,NEW YORK,NY,10012.0,1,0,0,0,,Original,
188,189,2012,24/7 CUSTOMER INC,9939.0,,CAMPBELL,CA,95008.0,1,0,0,0,,Original,
189,190,2012,24/7 REAL MEDIA INC,5672.0,,NEW YORK,NY,10001.0,7,0,2,0,,Original,
195,196,2012,33ACROSS INC,3623.0,,NEW YORK,NY,10001.0,0,0,1,0,,Original,
197,198,2012,41SQUARE LLC,6485.0,,ASHBURN,VA,20148.0,1,0,0,0,,Original,
203,204,2012,53RD ST PARTNERS LLC DBA REMI REST,7551.0,,NEW YORK,NY,10019.0,0,0,1,0,,Original,
205,206,2012,57 STARS LLC,3783.0,,SAN DIEGO,CA,92121.0,0,0,1,0,,Original,
206,207,2012,57 STARS LLC,3783.0,,WASHINGTON,DC,20001.0,0,0,1,0,,Original,
