original_index,Line by line,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,Original_NAICS,NAICS_Source,Matched_NAICS
10,11,2021,1GLOBE HEALTH INSTITUTE LLC,1240.0,,NORWOOD,MA,2062.0,0,0,1,0,,Original,
14,15,2021,1NTEGER LLC,6378.0,,SANTA MONICA,CA,90403.0,1,0,0,0,,Original,
21,22,2021,1STDIBS COM INC,9618.0,,NEW YORK,NY,10003.0,0,0,1,0,,Original,
31,32,2021,2GO PRODUCTS LLC,2270.0,,SAN DIEGO,CA,92122.0,2,0,1,0,,Original,
40,41,2021,2MC EMPLOYEE MANAGEMENT LLC DBA FA,843.0,,CINCINNATI,OH,45249.0,0,0,1,0,,Original,
76,77,2021,3FORTY GROUP INC,5064.0,,PASSAIC,NJ,7055.0,0,0,1,0,,Original,
103,104,2021,3TC ROBOTICS LLC,6748.0,,YORK,PA,17401.0,0,0,3,0,,Original,
113,114,2021,4C AIR INC,3921.0,,SUNNYVALE,CA,94089.0,1,0,0,0,,Original,
125,126,2021,4GEN BEARING COMPANY,1561.0,,WAUKEGAN,IL,60085.0,1,0,0,0,,Original,
127,128,2021,4J FOUNDATION INC,3691.0,,SHAWNEE,OK,74804.0,0,0,1,0,,Original,
135,136,2021,5ELEM USA INC,8100.0,,MIDLAND,TX,79706.0,0,0,1,0,,Original,
174,175,2021,8X8 INC,2404.0,,CAMPBELL,CA,95008.0,2,0,10,0,,Original,
179,180,2021,9FOLD LLC,3074.0,,NEW YORK,NY,10011.0,1,0,0,0,,Original,
182,183,2021,9THNETWORKS INC,4220.0,,MADBURY,NH,3823.0,2,0,0,0,,Original,
200,201,2021,12 15 MOLECULAR DIAGNOSTICS INC,3350.0,,FAIRFIELD,CT,6825.0,1,0,0,0,,Original,
204,205,2021,14W ADMINISTRATIVE SVCS LLC,5681.0,,BALTIMORE,MD,21201.0,0,0,1,0,,Original,
237,238,2021,64 X INC,8795.0,,SAN FRANCISCO,CA,94107.0,1,0,0,0,,Original,
252,253,2021,99 FAVOR TASTE RESTAURANT INC,6702.0,,NEW YORK,NY,10002.0,1,0,0,0,,Original,
274,275,2021,360 RAIL SERVICES LLC,1501.0,,ENGLEWOOD,CO,80112.0,1,0,0,0,,Original,
286,287,2021,561 MEDIA INC,3214.0,,BOCA RATON,FL,33432.0,0,0,1,0,,Original,
288,289,2021,650 INDUSTRIES INC,7843.0,,PALO ALTO,CA,94301.0,0,0,1,0,,Original,
296,297,2021,1028 MICROPATENT,8616.0,,PHILADELPHIA,PA,19130.0,1,0,1,0,,Original,
316,317,2021,A & A QUALITY APPLIANCE INC,5712.0,,DENVER,CO,80260.0,0,0,0,1,,Original,
323,324,2021,A & K RAILROAD MATERIALS INC,1996.0,,KANSAS CITY,KS,66106.0,0,0,1,0,,Original,
335,336,2021,A CHEMTEK INC,2636.0,,WORCESTER,MA,1606.0,0,0,1,0,,Original,
354,355,2021,A MEDIUM CORPORATION,8864.0,,SAN FRANCISCO,CA,94103.0,1,0,4,0,,Original,
392,393,2021,A2 BIOTHERAPEUTICS INC,3911.0,,AGOURA HILLS,CA,91301.0,1,0,0,0,,Original,
394,395,2021,A2 CONSULTING LLC,256.0,,BRAINTREE,MA,2184.0,1,0,0,0,,Original,
396,397,2021,A2Z DEVELOPMENT CTR INC D/B/A LAB,4484.0,,SEATTLE,WA,98121.0,4,0,0,0,,Original,
404,405,2021,A9 COM INC,7176.0,,SEATTLE,WA,98121.0,2,0,2,0,,Original,
413,414,2021,A100 US LLC,9115.0,,SEATTLE,WA,98121.0,3,0,0,0,,Original,
429,430,2021,AA 168 CONSTRUCTION INC,1291.0,,FRESH MEADOWS,NY,11365.0,1,0,0,0,,Original,
