original_index,Line by line,Fiscal Year,Employer (Petitioner) Name,Tax ID,Industry (NAICS) Code,Petitioner City,Petitioner State,Petitioner Zip Code,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,Original_NAICS,NAICS_Source,Matched_NAICS
0,1,2017,,5622.0,,HOUSTON,TX,77058.0,0,0,1,0,,Original,
3,4,2017,1 DESIGN CONSTRUCTION CORP,9484.0,,LOS ANGELES,CA,90057.0,1,0,0,0,,Original,
15,16,2017,1STDIBS.COM INC,9618.0,,NEW YORK,NY,10003.0,0,0,2,0,,Original,
16,17,2017,1STDIBS.COM INC,9618.0,,NEW YORK,NY,10010.0,0,0,1,0,,Original,
23,24,2017,2ND BITE PROCESSING CORP,2137.0,,BRONX,NY,10471.0,0,0,1,0,,Original,
54,55,2017,3DM PAYROLL INC,2910.0,,ATLANTA,GA,30309.0,0,0,0,1,,Original,
63,64,2017,3FORTY GROUP INC,5064.0,,PASSAIC,NJ,7055.0,1,0,0,0,,Original,
67,68,2017,3I INFOTECH INC,3452.0,,EDISON,NJ,8837.0,0,0,1,0,,Original,
93,94,2017,3VR SECURITY INC,1017.0,,SAN FRANCISCO,CA,94103.0,0,0,2,0,,Original,
100,101,2017,4D INTERNET SOLUTIONS INC DBA SPRI,2448.0,,SAN FRANCISCO,CA,94105.0,1,0,0,0,,Original,
153,154,2017,8X8 INC,2404.0,,SAN JOSE,CA,95131.0,1,1,15,0,,Original,
176,177,2017,23ANDME INC,7371.0,,MOUNTAIN VIEW,CA,94041.0,0,0,1,0,,Original,
188,189,2017,28 STREET HOSPITALITY INC,6139.0,,ORANGEBURG,NY,10962.0,0,0,0,1,,Original,
190,191,2017,33 UNIVERSAL INC,7761.0,,NEW YORK,NY,10004.0,0,0,1,0,,Original,
194,195,2017,41ST PARAMETER INC,8748.0,,COSTA MESA,CA,92626.0,0,0,1,0,,Original,
195,196,2017,45 RIOTS INC,7071.0,,NEW YORK,NY,10016.0,1,0,0,0,,Original,
